_id,categoryId,name
6419597cd383d0002d446d0a,641958dbd383d0002d446d02,Support
64195988d383d0002d446d0b,641958dbd383d0002d446d02,Software Development
6419598dd383d0002d446d0c,641958dbd383d0002d446d02,Web Development
641959a0d383d0002d446d0d,641958dbd383d0002d446d02,Networking
641959a9d383d0002d446d0e,641958dbd383d0002d446d02,DevOps
641959c1d383d0002d446d0f,641958dbd383d0002d446d02,Quality Assurance and Testing
641959d2d383d0002d446d10,641958dbd383d0002d446d02,Telecom
641959dcd383d0002d446d11,641958dbd383d0002d446d02,Hardware
