_id,name
641958c1d383d0002d446d00,Sales
641958cad383d0002d446d01,Marketing
641958dbd383d0002d446d02,Technology
641958ebd383d0002d446d03,Data science 
641958f6d383d0002d446d04,Human Resource 
641958fed383d0002d446d05,Engineering
6419592bd383d0002d446d06,Customer care
64195934d383d0002d446d07,Teaching
64195950d383d0002d446d09,Finance and Accounting
